0,dur
1,0.121478
2,0.649902
3,1.623129
4,1.681642
5,0.449454
6,0.380537
7,0.637109
8,0.521584
9,0.542905
10,0.258687
11,0.304853
12,2.093085
13,0.416952
14,0.996221
15,0.576755
16,0.000002
17,0.728252
18,0.393556
19,0.387852
20,0.53784
21,0.23372
22,0.338017
23,0.964656
24,0.449703
25,0.921025
26,0.600982
27,0.568945
28,0.497636
29,0.546425
30,0.000012
31,0.725996
32,0.274605
33,0.337456
34,0.000025
35,0.296656
36,0.647499
37,0.000015
38,0.783681
39,0.354553
40,0.288834
41,0.318127
42,0.595373
43,0.000008
44,0.340802
45,0.594195
46,0.958877
47,0.704664
48,0.401005
49,1.067039
50,0.00001
51,1.673507
52,1.474306
53,0.694488
54,39.666687
55,0.000024
56,1.357879
57,0.304583
58,0
59,0
60,0.000011
61,0.28907
62,0.679871
63,0.707468
64,0.448097
65,0.291859
66,50.004398
67,50.004398
68,0.307031
69,0.519983
70,42.044567
71,3.934488
72,0.000011
73,0.021412
74,0.000011
75,0.00001
76,30.984749
77,0.000011
78,0.00001
79,0.000011
80,0.000011
81,0.000011
82,0.000009
83,0.000009
84,0.00001
85,0.000008
86,0.000011
87,0.000009
88,0.00001
89,0.000009
90,0.000009
91,0.000011
92,0.989341
93,0.00001
94,0.018501
95,0.000012
96,0.000011
97,0.00001
98,37.578835
99,0.000011
100,0.000011
101,33.787666
102,0.000012
103,0.00001
104,23.275909
105,0.000011
106,13.828278
107,0.00001
108,0.00001
109,27.409573
110,0.000014
111,0.000011
112,29.662262
113,0.000009
114,36.942242
115,0.000011
116,0.00001
117,0.022011
118,0.000011
119,0.006295
120,0.000011
121,0.000011
122,0.02173
123,0.000009
124,0.000011
125,0.018574
126,0.00001
127,3.197673
128,0.000033
129,0.00001
130,9.29631
131,0.00001
132,0.00001
133,0.00001
134,0.895857
135,0.000011
136,0.000011
137,0.000009
138,33.607136
139,0.00001
140,0.000012
141,33.018524
142,0.000022
143,0.000011
144,0.020677
145,0.000011
146,0.016974
147,0.000011
148,0.00001
149,0.004688
150,0.260795
151,0.347786
152,0.018515
153,0.000011
154,0.00001
155,0.000011
156,6.557166
157,0.000012
158,25.915651
159,0.000011
160,0.000011
161,30.612961
162,0.000009
163,34.247707
164,0.000011
165,0.000011
166,9.111047
167,0.000011
168,0.73477
169,36.448193
170,0.000011
171,20.624125
172,0.00001
173,0.000011
174,0.021388
175,0.000013
176,0.049922
177,0.00001
178,0.021643
179,0.000009
180,0.00001
181,0.003869
182,0.00001
183,0.000011
184,0.013285
185,0.000011
